annee;nom;prenom;code_categorie_iuf;categorie_iuf;code_reconduction_iuf;reconduction_iuf;code_sexe;sexe;code_section_cnu;section_cnu;code_groupe_cnu;groupe_cnu;code_secteur_cnu;secteur_disciplinaire;code_groupe_corps;groupe_de_corps;code_uai;numero_national_de_structure_de_recherche;unite_de_recherche;code_academie;academie;code_region;region;code_pres;pres;code_idex;idex;latitude;longitude;discipline_nomenclature;etablissement
1993;KAGAN;HENRI;2;Senior;0;Nouvelle candidature;1;Hommes;32;Section 32 - Chimie organique, minerale, industrielle;7;Chimie;3;Sciences;;;0911101C;;;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;48.6981866;2.1817681;Sciences>Chimie>Section 32 - Chimie organique, minerale, industrielle;Universite Paris-Sud
1993;GILLET;PHILIPPE;1;Junior;0;Nouvelle candidature;1;Hommes;35;Section 35 - Structure et evolution de la Terre et des autres planètes;8;Sciences de la terre;3;Sciences;1;Professeurs et assimiles;0694123G;199212008S;Laboratoire de Sciences de la Terre;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7320772;4.8339468;Sciences>Sciences de la terre>Section 35 - Structure et evolution de la Terre et des autres planètes;ecole normale superieure de Lyon
1993;CHADEAU;EMMANUEL;1;Junior;0;Nouvelle candidature;1;Hommes;22;"Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0593561A;;;9;Lille;31;Nord-Pas-de-Calais;0596870X;Universite Lille Nord de France;;Hors IDEX;50.626623;3.125444;"Lettres et sciences humaines>Sciences humaines>Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";Universite Lille 3 - Charles-de-Gaulle
1994;ROSSO;MARC;1;Junior;0;Nouvelle candidature;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0673021V;199712632Y;Institut de Mathematiques de Jussieu - Paris Rive Gauche;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;48.5800468;7.7656124;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite de Strasbourg
1994;RENAULT;ERIC;1;Junior;0;Nouvelle candidature;1;Hommes;5;Section 5 - Science economique generale;2;Sciences economique et de gestion;1;Droit et sciences economiques;1;Professeurs et assimiles;0311382J;;;16;Toulouse;73;Midi-Pyrenees;0312758E;Universite federale de Toulouse Midi-Pyrenees;6;IDEX UNITI;43.60635;1.4356166;Droit et sciences economiques>Sciences economique et de gestion>Section 5 - Science economique generale;Universite Toulouse 1 - Capitole
1994;RAIMOND;JEAN-MICHEL;1;Junior;0;Nouvelle candidature;1;Hommes;30;Section 30 - Milieux dilues et optique;6;Physique;3;Sciences;1;Professeurs et assimiles;0751722P;;;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Physique>Section 30 - Milieux dilues et optique;Universite Pierre et Marie Curie
1994;PEBAY PEYROULA;EVA;1;Junior;0;Nouvelle candidature;2;Femmes;28;Section 28 - Milieux denses et materiaux;6;Physique;3;Sciences;;;0383493R;;;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Sciences>Physique>Section 28 - Milieux denses et materiaux;Universite de Grenoble Alpes
1994;MOREAU;RENE;2;Senior;0;Nouvelle candidature;1;Hommes;60;Section 60 - Mecanique, genie mecanique, genie civil;9;Mecanique, Genie mecanique, Genie informatique;3;Sciences;;;0381912X;;;8;Grenoble;82;Rhône-Alpes;0383412C;Universite Grenoble Alpes;;Hors IDEX;45.1907112;5.7174034;Sciences>Mecanique, Genie mecanique, Genie informatique>Section 60 - Mecanique, genie mecanique, genie civil;Grenoble INP
1994;JESTAZ;PHILIPPE;2;Senior;0;Nouvelle candidature;1;Hommes;1;Section 1 - Droit prive et sciences criminelles;1;Droit et Science politique;1;Droit et sciences economiques;1;Professeurs et assimiles;0941111X;;;24;Creteil;11;Île-de-France;0772710C;Universite Paris-Est;;Hors IDEX;48.7881615;2.4459648;Droit et sciences economiques>Droit et Science politique>Section 1 - Droit prive et sciences criminelles;Universite Paris-Est Creteil Val-de-Marne
1994;IMBERT;MICHEL;2;Senior;0;Nouvelle candidature;1;Hommes;69;Section 69 - Neurosciences;10;Biologie et Biochimie;3;Sciences;;;0311384L;;;16;Toulouse;73;Midi-Pyrenees;0312758E;Universite federale de Toulouse Midi-Pyrenees;6;IDEX UNITI;43.5570857;1.4660794;Sciences>Biologie et Biochimie>Section 69 - Neurosciences;Universite de Toulouse 3 - Paul Sabatier
1994;FONTAINE;JEAN-MARC;2;Senior;0;Nouvelle candidature;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;;;0911101C;;;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;48.6981866;2.1817681;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite Paris-Sud
1994;CHATELLIER;LOUIS;2;Senior;0;Nouvelle candidature;1;Hommes;22;"Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0542493S;;;12;Nancy-Metz;41;Lorraine;0542471T;PRES Universite de Lorraine;;Hors IDEX;48.696236;6.176543;"Lettres et sciences humaines>Sciences humaines>Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";Universite de Lorraine
1994;CAMPILLO;MICHEL;1;Junior;0;Nouvelle candidature;1;Hommes;35;Section 35 - Structure et evolution de la Terre et des autres planètes;8;Sciences de la terre;3;Sciences;1;Professeurs et assimiles;0383493R;;;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Sciences>Sciences de la terre>Section 35 - Structure et evolution de la Terre et des autres planètes;Universite de Grenoble Alpes
1994;BIBETTE;JEROME;1;Junior;0;Nouvelle candidature;1;Hommes;31;Section 31 - Chimie theorique, physique, analytique;7;Chimie;3;Sciences;2;Maîtres de conferences et assimiles;0333298F;;;4;Bordeaux;72;Aquitaine;0333178A;Communaute d'universites et etablissements d'Aquitaine;2;IDEX Bordeaux;44.825822;-0.60653;Sciences>Chimie>Section 31 - Chimie theorique, physique, analytique;Universite de Bordeaux
1994;BERNAND;CARMEN;2;Senior;0;Nouvelle candidature;2;Femmes;19;Section 19 - Sociologie, demographie;4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0921204J;;;25;Versailles;11;Île-de-France;0755698L;Universite Paris Lumières;;Hors IDEX;48.9047283;2.2088302;Lettres et sciences humaines>Sciences humaines>Section 19 - Sociologie, demographie;Universite Paris Ouest Nanterre La Defense
1994;BARD;EDOUARD;1;Junior;0;Nouvelle candidature;1;Hommes;35;Section 35 - Structure et evolution de la Terre et des autres planètes;8;Sciences de la terre;3;Sciences;1;Professeurs et assimiles;0134009M;199812406Y;Centre Europeen de Recherche et d'Enseignement de Geosciences de l'Environnement;2;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;43.2920605;5.3590128;Sciences>Sciences de la terre>Section 35 - Structure et evolution de la Terre et des autres planètes;Aix-Marseille universite
1995;PELLETIER;GUY;2;Senior;0;Nouvelle candidature;1;Hommes;34;Section 34 - Astronomie, astrophysique;8;Sciences de la terre;3;Sciences;;;0383493R;;;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Sciences>Sciences de la terre>Section 34 - Astronomie, astrophysique;Universite de Grenoble Alpes
1995;LESIEUR;MARCEL;2;Senior;0;Nouvelle candidature;1;Hommes;60;Section 60 - Mecanique, genie mecanique, genie civil;9;Mecanique, Genie mecanique, Genie informatique;3;Sciences;;;0381912X;;;8;Grenoble;82;Rhône-Alpes;0383412C;Universite Grenoble Alpes;;Hors IDEX;45.1907112;5.7174034;Sciences>Mecanique, Genie mecanique, Genie informatique>Section 60 - Mecanique, genie mecanique, genie civil;Grenoble INP
1995;GLAICHENHAUS;NICOLAS;1;Junior;0;Nouvelle candidature;1;Hommes;65;Section 65 - Biologie cellulaire;10;Biologie et Biochimie;3;Sciences;;;0060931E;;;23;Nice;93;Provence-Alpes-Côte d'Azur;;Hors PRES;;Hors IDEX;43.7138314;7.2655012;Sciences>Biologie et Biochimie>Section 65 - Biologie cellulaire;Universite Nice - Sophia-Antipolis
1995;GASCOU;JEAN;2;Senior;0;Nouvelle candidature;1;Hommes;8;Section 8 - Langues et litteratures anciennes;3;Langues et Litteratures;2;Lettres et sciences humaines;;;0673021V;;;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;48.5800468;7.7656124;Lettres et sciences humaines>Langues et Litteratures>Section 8 - Langues et litteratures anciennes;Universite de Strasbourg
1995;CHE;MICHEL;2;Senior;0;Nouvelle candidature;1;Hommes;32;Section 32 - Chimie organique, minerale, industrielle;7;Chimie;3;Sciences;;;0751722P;;;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Chimie>Section 32 - Chimie organique, minerale, industrielle;Universite Pierre et Marie Curie
1995;BOUTRON;CLAUDE;2;Senior;0;Nouvelle candidature;1;Hommes;37;Section 37 - Meteorologie, oceanographie physique et physique de l'environnement;8;Sciences de la terre;3;Sciences;;;0383493R;;;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Sciences>Sciences de la terre>Section 37 - Meteorologie, oceanographie physique et physique de l'environnement;Universite de Grenoble Alpes
1995;BOULNOIS;OLIVIER;1;Junior;0;Nouvelle candidature;1;Hommes;17;Section 17 - Philosophie;4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0753486G;199812912Y;Laboratoire d'etudes sur les Monotheismes;1;Paris;11;Île-de-France;0755581J;Hautes etudes-Sorbonne-Arts et Metiers;;Hors IDEX;48.858699;2.3294269;Lettres et sciences humaines>Sciences humaines>Section 17 - Philosophie;ecole pratique des hautes etudes
1995;BLANCHARD;ALAIN;1;Junior;0;Nouvelle candidature;1;Hommes;34;Section 34 - Astronomie, astrophysique;8;Sciences de la terre;3;Sciences;;;0673021V;;;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;48.5800468;7.7656124;Sciences>Sciences de la terre>Section 34 - Astronomie, astrophysique;Universite de Strasbourg
1996;WOLF;JEAN-PIERRE;1;Junior;0;Nouvelle candidature;1;Hommes;30;Section 30 - Milieux dilues et optique;6;Physique;3;Sciences;1;Professeurs et assimiles;0691774D;;;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7791674;4.8728745;Sciences>Physique>Section 30 - Milieux dilues et optique;Universite Claude Bernard - Lyon 1
1996;WILLINGER;MARC;1;Junior;0;Nouvelle candidature;1;Hommes;5;Section 5 - Science economique generale;2;Sciences economique et de gestion;1;Droit et sciences economiques;;;0673021V;;;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;48.5800468;7.7656124;Droit et sciences economiques>Sciences economique et de gestion>Section 5 - Science economique generale;Universite de Strasbourg
1996;TILOUINE;JACQUES;1;Junior;0;Nouvelle candidature;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0931238R;199712596J;Laboratoire Analyse, Geometrie et Applications;24;Creteil;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.9559156;2.3388116;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite Paris 13 - Paris Nord
1996;SOTIN;CHRISTOPHE;1;Junior;0;Nouvelle candidature;1;Hommes;35;Section 35 - Structure et evolution de la Terre et des autres planètes;8;Sciences de la terre;3;Sciences;1;Professeurs et assimiles;0440984F;200012185Z;Laboratoire de Planetologie et Geodynamique de Nantes;17;Nantes;52;Pays de la Loire;0442665H;PRES Universite Nantes Angers Maine;;Hors IDEX;47.2096489;-1.5557859;Sciences>Sciences de la terre>Section 35 - Structure et evolution de la Terre et des autres planètes;Universite de Nantes
1996;SODINI;JEAN-PIERRE;2;Senior;0;Nouvelle candidature;1;Hommes;21;"Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";4;Sciences humaines;2;Lettres et sciences humaines;;;0751717J;;;1;Paris;11;Île-de-France;0755581J;Hautes etudes-Sorbonne-Arts et Metiers;;Hors IDEX;48.8468057;2.3448603;"Lettres et sciences humaines>Sciences humaines>Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";Universite Paris 1 - Pantheon Sorbonne
1996;PAYEN;CHRISTOPHE;1;Junior;0;Nouvelle candidature;1;Hommes;33;Section 33 - Chimie des materiaux;7;Chimie;3;Sciences;1;Professeurs et assimiles;0440984F;;;17;Nantes;52;Pays de la Loire;0442665H;PRES Universite Nantes Angers Maine;;Hors IDEX;47.2096489;-1.5557859;Sciences>Chimie>Section 33 - Chimie des materiaux;Universite de Nantes
1996;MONTANDON;ALAIN;2;Senior;0;Nouvelle candidature;1;Hommes;10;Section 10 - Litteratures comparees;3;Langues et Litteratures;2;Lettres et sciences humaines;;;0631525R;;;6;Clermont-Ferrand;83;Auvergne;0631987T;PRES Clermont Universite;;Hors IDEX;45.7762696;3.0916044;Lettres et sciences humaines>Langues et Litteratures>Section 10 - Litteratures comparees;Universite Blaise Pascal
1996;METIVIER;YVES;1;Junior;0;Nouvelle candidature;1;Hommes;27;Section 27 - Informatique;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0333232J;;;4;Bordeaux;72;Aquitaine;0333178A;Communaute d'universites et etablissements d'Aquitaine;2;IDEX Bordeaux;44.8061376;-0.6075436;Sciences>Mathematiques et Informatique>Section 27 - Informatique;Institut polytechnique de Bordeaux
1996;LIVAGE;JACQUES;2;Senior;0;Nouvelle candidature;1;Hommes;33;Section 33 - Chimie des materiaux;7;Chimie;3;Sciences;1;Professeurs et assimiles;0751722P;;;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Chimie>Section 33 - Chimie des materiaux;Universite Pierre et Marie Curie
1996;LAZDUNSKI;MICHEL;2;Senior;1;Reconduction;1;Hommes;44;Section 44 - Biochimie, biologie cellulaire;14;Medecine;4;Sante;1;Professeurs et assimiles;0060931E;200012176P;Institut de Pharmacologie Moleculaire et Cellulaire;23;Nice;93;Provence-Alpes-Côte d'Azur;;Hors PRES;;Hors IDEX;43.7138314;7.2655012;Sante>Medecine>Section 44 - Biochimie, biologie cellulaire;Universite Nice - Sophia-Antipolis
1996;CUSSENOT;OLIVIER;1;Junior;0;Nouvelle candidature;1;Hommes;42;Section 42 - Sciences morphologiques;14;Medecine;4;Sante;1;Professeurs et assimiles;0751723R;199914415C;Centre de Recherche sur les Pathologies Prostatiques;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;Sante>Medecine>Section 42 - Sciences morphologiques;Universite Paris Diderot
1996;BOROT;LUC;1;Junior;0;Nouvelle candidature;1;Hommes;11;Section 11 - Langues et litteratures anglaises et anglo-saxonnes;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0341089Z;;;11;Montpellier;91;Languedoc-Roussillon;0342255S;Languedoc-Roussillon Universites;;Hors IDEX;43.636782;3.8672999;Lettres et sciences humaines>Langues et Litteratures>Section 11 - Langues et litteratures anglaises et anglo-saxonnes;Universite Montpellier 3 - Paul-Valery
1996;ABEILLE;ANNE;1;Junior;0;Nouvelle candidature;2;Femmes;7;Section 7 - Sciences du langage : linguistique et phonetique generales;3;Langues et Litteratures;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0751723R;200012753S;Langues, Textes, Traitements Informatiques, Cognition;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;Lettres et sciences humaines>Langues et Litteratures>Section 7 - Sciences du langage : linguistique et phonetique generales;Universite Paris Diderot
1997;TURCAN;ISABELLE;1;Junior;0;Nouvelle candidature;2;Femmes;9;Section 9 - Langue et litterature françaises;3;Langues et Litteratures;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0692437Z;200112505T;Analyse et Traitement Informatique de la Langue Francaise;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7518154;4.8375659;Lettres et sciences humaines>Langues et Litteratures>Section 9 - Langue et litterature françaises;Universite Jean Moulin - Lyon 3
1997;STASZAK;JEAN-FRANCOIS;1;Junior;0;Nouvelle candidature;1;Hommes;23;Section 23 - Geographie physique, humaine, economique et regionale;4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0801344B;;;20;Amiens;22;Picardie;0512141A;Universite de Champagne;;Hors IDEX;49.8762421;2.2668361;Lettres et sciences humaines>Sciences humaines>Section 23 - Geographie physique, humaine, economique et regionale;Universite de Picardie Jules-Verne
1997;SIMLER;PHILIPPE;2;Senior;0;Nouvelle candidature;1;Hommes;1;Section 1 - Droit prive et sciences criminelles;1;Droit et Science politique;1;Droit et sciences economiques;1;Professeurs et assimiles;0673021V;;;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;48.5800468;7.7656124;Droit et sciences economiques>Droit et Science politique>Section 1 - Droit prive et sciences criminelles;Universite de Strasbourg
1997;ROUSSET;MARIE-CHRISTINE;1;Junior;0;Nouvelle candidature;2;Femmes;27;Section 27 - Informatique;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0911101C;;;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;48.6981866;2.1817681;Sciences>Mathematiques et Informatique>Section 27 - Informatique;Universite Paris-Sud
1997;POUCHARD;MICHEL;2;Senior;1;Reconduction;1;Hommes;33;Section 33 - Chimie des materiaux;7;Chimie;3;Sciences;1;Professeurs et assimiles;0333298F;;;4;Bordeaux;72;Aquitaine;0333178A;Communaute d'universites et etablissements d'Aquitaine;2;IDEX Bordeaux;44.825822;-0.60653;Sciences>Chimie>Section 33 - Chimie des materiaux;Universite de Bordeaux
1997;OSBORN;JOHN;2;Senior;1;Reconduction;1;Hommes;32;Section 32 - Chimie organique, minerale, industrielle;7;Chimie;3;Sciences;;;0673021V;;;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;48.5800468;7.7656124;Sciences>Chimie>Section 32 - Chimie organique, minerale, industrielle;Universite de Strasbourg
1997;NAHON;DANIEL;2;Senior;0;Nouvelle candidature;1;Hommes;35;Section 35 - Structure et evolution de la Terre et des autres planètes;8;Sciences de la terre;3;Sciences;1;Professeurs et assimiles;0134009M;199812406Y;Centre Europeen de Recherche et d'Enseignement de Geosciences de l'Environnement;2;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;43.2920605;5.3590128;Sciences>Sciences de la terre>Section 35 - Structure et evolution de la Terre et des autres planètes;Aix-Marseille universite
1997;KOTT;SANDRINE;1;Junior;0;Nouvelle candidature;2;Femmes;22;"Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0860856N;;;13;Poitiers;54;Poitou-Charentes;0861420B;Universite confederale Leonard de Vinci;;Hors IDEX;46.5857078;0.3458139;"Lettres et sciences humaines>Sciences humaines>Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";Universite de Poitiers
1997;JAOUEN;GERARD;2;Senior;0;Nouvelle candidature;1;Hommes;32;Section 32 - Chimie organique, minerale, industrielle;7;Chimie;3;Sciences;1;Professeurs et assimiles;0753375L;;;1;Paris;11;Île-de-France;;Hors PRES;;Hors IDEX;48.8445394;2.344079;Sciences>Chimie>Section 32 - Chimie organique, minerale, industrielle;ecole nationale superieure de chimie de Paris
1997;GOLLIER;CHRISTIAN;1;Junior;0;Nouvelle candidature;1;Hommes;5;Section 5 - Science economique generale;2;Sciences economique et de gestion;1;Droit et sciences economiques;1;Professeurs et assimiles;0311382J;;;16;Toulouse;73;Midi-Pyrenees;0312758E;Universite federale de Toulouse Midi-Pyrenees;6;IDEX UNITI;43.60635;1.4356166;Droit et sciences economiques>Sciences economique et de gestion>Section 5 - Science economique generale;Universite Toulouse 1 - Capitole
1997;FORGES MONGIN;FRANCOISE;1;Junior;0;Nouvelle candidature;2;Femmes;5;Section 5 - Science economique generale;2;Sciences economique et de gestion;1;Droit et sciences economiques;1;Professeurs et assimiles;0951793H;;;25;Versailles;11;Île-de-France;0783617H;PRES Universite du Grand Ouest parisien;;Hors IDEX;49.0410253;2.0807764;Droit et sciences economiques>Sciences economique et de gestion>Section 5 - Science economique generale;Universite de Cergy-Pontoise
